"State","Crime","Type of Crime","Year","Count"
"California","Robbery","Violent Crime","1982","91988"
"California","Robbery","Violent Crime","1983","85826"
"California","Robbery","Violent Crime","1984","83924"
"California","Robbery","Violent Crime","1985","86387"
"California","Robbery","Violent Crime","1986","92512"
"California","Robbery","Violent Crime","1987","83341"
"California","Robbery","Violent Crime","1988","86141"
"California","Robbery","Violent Crime","1989","96431"
"California","Robbery","Violent Crime","1990","112208"
"California","Robbery","Violent Crime","1991","124939"
"California","Robbery","Violent Crime","1992","130897"
"California","Robbery","Violent Crime","1993","126436"
"California","Robbery","Violent Crime","1994","112160"
"California","Robbery","Violent Crime","1995","104611"
"California","Robbery","Violent Crime","1996","94222"
"California","Robbery","Violent Crime","1997","81468"
"California","Robbery","Violent Crime","1998","68782"
"California","Robbery","Violent Crime","1999","60039"
"California","Robbery","Violent Crime","2000","60249"
"California","Robbery","Violent Crime","2001","64545"
"California","Robbery","Violent Crime","2002","64968"
"California","Robbery","Violent Crime","2003","63770"
"California","Robbery","Violent Crime","2004","61768"
"California","Robbery","Violent Crime","2005","63622"
"California","Aggravated assault","Violent Crime","1960","18796"
"California","Aggravated assault","Violent Crime","1961","19684"
"California","Aggravated assault","Violent Crime","1962","20645"
"California","Aggravated assault","Violent Crime","1963","22208"
"California","Aggravated assault","Violent Crime","1964","24998"
"California","Aggravated assault","Violent Crime","1965","26581"
"California","Aggravated assault","Violent Crime","1966","30101"
"California","Aggravated assault","Violent Crime","1967","33076"
"California","Aggravated assault","Violent Crime","1968","37408"
"California","Aggravated assault","Violent Crime","1969","42199"
"California","Aggravated assault","Violent Crime","1970","45083"
"California","Aggravated assault","Violent Crime","1971","48304"
"California","Aggravated assault","Violent Crime","1972","51920"
"California","Aggravated assault","Violent Crime","1973","56813"
"California","Aggravated assault","Violent Crime","1974","64357"
"California","Aggravated assault","Violent Crime","1975","67999"
"California","Aggravated assault","Violent Crime","1976","72889"
"California","Aggravated assault","Violent Crime","1977","78390"
"California","Aggravated assault","Violent Crime","1978","83464"
"California","Aggravated assault","Violent Crime","1979","93129"
"California","Aggravated assault","Violent Crime","1980","102766"
"California","Aggravated assault","Violent Crime","1981","97995"
"California","Aggravated assault","Violent Crime","1982","94133"
"California","Aggravated assault","Violent Crime","1983","93933"
"California","Aggravated assault","Violent Crime","1984","97246"
"California","Aggravated assault","Violent Crime","1985","101185"
"California","Aggravated assault","Violent Crime","1986","140701"
"California","Aggravated assault","Violent Crime","1987","155569"
"California","Aggravated assault","Violent Crime","1988","161055"
"California","Aggravated assault","Violent Crime","1989","172581"
"California","Aggravated assault","Violent Crime","1990","182602"
"California","Aggravated assault","Violent Crime","1991","189428"
"California","Aggravated assault","Violent Crime","1992","198045"
"California","Aggravated assault","Violent Crime","1993","194083"
"California","Aggravated assault","Violent Crime","1994","191548"
"California","Aggravated assault","Violent Crime","1995","186458"
"California","Aggravated assault","Violent Crime","1996","167614"
"California","Aggravated assault","Violent Crime","1997","163346"
"California","Aggravated assault","Violent Crime","1998","149148"
"California","Aggravated assault","Violent Crime","1999","136472"
"California","Aggravated assault","Violent Crime","2000","138418"
"California","Aggravated assault","Violent Crime","2001","136143"
"California","Aggravated assault","Violent Crime","2002","130827"
"California","Aggravated assault","Violent Crime","2003","129380"
"California","Aggravated assault","Violent Crime","2004","115400"
"California","Aggravated assault","Violent Crime","2005","114661"
"California","Burglary","Property Crime","1960","143102"
"California","Burglary","Property Crime","1961","146615"
"California","Burglary","Property Crime","1962","158523"
"California","Burglary","Property Crime","1963","175703"
"California","Burglary","Property Crime","1964","196883"
"California","Burglary","Property Crime","1965","225007"
"California","Burglary","Property Crime","1966","241666"
"California","Burglary","Property Crime","1967","276958"
"California","Burglary","Property Crime","1968","316081"
"California","Burglary","Property Crime","1969","325891"
"California","Burglary","Property Crime","1970","349788"
"California","Burglary","Property Crime","1971","392277"
"California","Burglary","Property Crime","1972","398960"
"California","Burglary","Property Crime","1973","407824"
"California","Burglary","Property Crime","1974","433194"
"California","Burglary","Property Crime","1975","469726"
"California","Burglary","Property Crime","1976","467980"
"California","Burglary","Property Crime","1977","468452"
"California","Burglary","Property Crime","1978","488966"
"California","Burglary","Property Crime","1979","496310"
"California","Burglary","Property Crime","1980","545138"
"California","Burglary","Property Crime","1981","540806"
"California","Burglary","Property Crime","1982","499466"
"California","Burglary","Property Crime","1983","460460"
"California","Burglary","Property Crime","1984","443094"
"California","Burglary","Property Crime","1985","448506"
"California","Burglary","Property Crime","1986","457698"
"California","Burglary","Property Crime","1987","419969"
"California","Burglary","Property Crime","1988","407631"
"California","Burglary","Property Crime","1989","410468"
"California","Burglary","Property Crime","1990","400392"
"California","Burglary","Property Crime","1991","424656"
"California","Burglary","Property Crime","1992","427491"
"California","Burglary","Property Crime","1993","414182"
"California","Burglary","Property Crime","1994","384257"
"California","Burglary","Property Crime","1995","353895"
"California","Burglary","Property Crime","1996","312212"
"California","Burglary","Property Crime","1997","299240"
"California","Burglary","Property Crime","1998","269012"
"California","Burglary","Property Crime","1999","223814"
"California","Burglary","Property Crime","2000","222293"
"California","Burglary","Property Crime","2001","232000"
"California","Burglary","Property Crime","2002","238428"
"California","Burglary","Property Crime","2003","242274"
"California","Burglary","Property Crime","2004","245903"
"California","Burglary","Property Crime","2005","250521"
"California","Larceny-theft","Property Crime","1960","311956"
"California","Larceny-theft","Property Crime","1961","319834"
"California","Larceny-theft","Property Crime","1962","348373"
"California","Larceny-theft","Property Crime","1963","384289"
"California","Larceny-theft","Property Crime","1964","427960"
"California","Larceny-theft","Property Crime","1965","444217"
"California","Larceny-theft","Property Crime","1966","474122"
"California","Larceny-theft","Property Crime","1967","526477"
"California","Larceny-theft","Property Crime","1968","582838"
"California","Larceny-theft","Property Crime","1969","638249"
"California","Larceny-theft","Property Crime","1970","682811"
"California","Larceny-theft","Property Crime","1971","711417"
"California","Larceny-theft","Property Crime","1972","663568"
"California","Larceny-theft","Property Crime","1973","643488"
"California","Larceny-theft","Property Crime","1974","737067"
"California","Larceny-theft","Property Crime","1975","784639"
"California","Larceny-theft","Property Crime","1976","806086"
"California","Larceny-theft","Property Crime","1977","766317"
"California","Larceny-theft","Property Crime","1978","777783"
"California","Larceny-theft","Property Crime","1979","847148"
"California","Larceny-theft","Property Crime","1980","913070"
"California","Larceny-theft","Property Crime","1981","921939"
"California","Larceny-theft","Property Crime","1982","935831"
"California","Larceny-theft","Property Crime","1983","867123"
"California","Larceny-theft","Property Crime","1984","857328"
"California","Larceny-theft","Property Crime","1985","890967"
"California","Larceny-theft","Property Crime","1986","913004"
"California","Larceny-theft","Property Crime","1987","896335"
"California","Larceny-theft","Property Crime","1988","933636"
"California","Larceny-theft","Property Crime","1989","972603"
"California","Larceny-theft","Property Crime","1990","951580"
"California","Larceny-theft","Property Crime","1991","986120"
"California","Larceny-theft","Property Crime","1992","968534"
"California","Larceny-theft","Property Crime","1993","945407"
"California","Larceny-theft","Property Crime","1994","929640"
"California","Larceny-theft","Property Crime","1995","902456"
"California","Larceny-theft","Property Crime","1996","830457"
"California","Larceny-theft","Property Crime","1997","784405"
"California","Larceny-theft","Property Crime","1998","724262"
"California","Larceny-theft","Property Crime","1999","660991"
"California","Larceny-theft","Property Crime","2000","651855"
"California","Larceny-theft","Property Crime","2001","697669"
"California","Larceny-theft","Property Crime","2002","715692"
"California","Larceny-theft","Property Crime","2003","731486"
"California","Larceny-theft","Property Crime","2004","728687"
"California","Larceny-theft","Property Crime","2005","692467"
"California","Motor vehicle theft","Property Crime","1960","53453"
"California","Motor vehicle theft","Property Crime","1961","54559"
"California","Motor vehicle theft","Property Crime","1962","57555"
"California","Motor vehicle theft","Property Crime","1963","63717"
"California","Motor vehicle theft","Property Crime","1964","75787"
"California","Motor vehicle theft","Property Crime","1965","81773"
"California","Motor vehicle theft","Property Crime","1966","87156"
"California","Motor vehicle theft","Property Crime","1967","97322"
"California","Motor vehicle theft","Property Crime","1968","119444"
"California","Motor vehicle theft","Property Crime","1969","131943"
"California","Motor vehicle theft","Property Crime","1970","137514"
"California","Motor vehicle theft","Property Crime","1971","144375"
"California","Motor vehicle theft","Property Crime","1972","139440"
"California","Motor vehicle theft","Property Crime","1973","130997"
"California","Motor vehicle theft","Property Crime","1974","133549"
"California","Motor vehicle theft","Property Crime","1975","133086"
"California","Motor vehicle theft","Property Crime","1976","138650"
"California","Motor vehicle theft","Property Crime","1977","145270"
"California","Motor vehicle theft","Property Crime","1978","154108"
"California","Motor vehicle theft","Property Crime","1979","167563"
"California","Motor vehicle theft","Property Crime","1980","174834"
"California","Motor vehicle theft","Property Crime","1981","162557"
"California","Motor vehicle theft","Property Crime","1982","164530"
"California","Motor vehicle theft","Property Crime","1983","158904"
"California","Motor vehicle theft","Property Crime","1984","161309"
"California","Motor vehicle theft","Property Crime","1985","177237"
"California","Motor vehicle theft","Property Crime","1986","205597"
"California","Motor vehicle theft","Property Crime","1987","229624"
"California","Motor vehicle theft","Property Crime","1988","265913"
"California","Motor vehicle theft","Property Crime","1989","298445"
"California","Motor vehicle theft","Property Crime","1990","302214"
"California","Motor vehicle theft","Property Crime","1991","315615"
"California","Motor vehicle theft","Property Crime","1992","320112"
"California","Motor vehicle theft","Property Crime","1993","319295"
"California","Motor vehicle theft","Property Crime","1994","308205"
"California","Motor vehicle theft","Property Crime","1995","280479"
"California","Motor vehicle theft","Property Crime","1996","242466"
"California","Motor vehicle theft","Property Crime","1997","228722"
"California","Motor vehicle theft","Property Crime","1998","195517"
"California","Motor vehicle theft","Property Crime","1999","168480"
"California","Motor vehicle theft","Property Crime","2000","182035"
"California","Motor vehicle theft","Property Crime","2001","204033"
"California","Motor vehicle theft","Property Crime","2002","222364"
"California","Motor vehicle theft","Property Crime","2003","241326"
"California","Motor vehicle theft","Property Crime","2004","252604"
"California","Motor vehicle theft","Property Crime","2005","257543"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1960","73"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1961","83"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1962","96"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1963","94"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1964","82"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1965","69"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1966","79"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1967","81"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1968","110"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1969","112"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1970","137"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1971","149"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1972","196"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1973","193"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1974","151"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1975","188"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1976","176"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1977","166"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1978","196"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1979","161"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1980","198"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1981","239"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1982","182"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1983","202"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1984","184"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1985","189"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1986","230"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1987","191"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1988","187"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1989","146"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1990","138"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1991","199"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1992","216"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1993","206"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1994","199"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1995","216"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1996","180"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1997","157"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1998","183"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","1999","185"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","2000","134"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","2001","158"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","2002","179"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","2003","185"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","2004","201"
"Colorado","Murder and nonnegligent Manslaughter","Violent Crime","2005","173"
"Colorado","Forcible rape","Violent Crime","1960","229"
"Colorado","Forcible rape","Violent Crime","1961","230"
"Colorado","Forcible rape","Violent Crime","1962","283"
"Colorado","Forcible rape","Violent Crime","1963","285"
"Colorado","Forcible rape","Violent Crime","1964","336"
"Colorado","Forcible rape","Violent Crime","1965","318"
"Colorado","Forcible rape","Violent Crime","1966","343"
"Colorado","Forcible rape","Violent Crime","1967","412"
"Colorado","Forcible rape","Violent Crime","1968","535"
"Colorado","Forcible rape","Violent Crime","1969","605"
"Colorado","Forcible rape","Violent Crime","1970","795"
"Colorado","Forcible rape","Violent Crime","1971","877"
"Colorado","Forcible rape","Violent Crime","1972","905"
"Colorado","Forcible rape","Violent Crime","1973","944"
"Colorado","Forcible rape","Violent Crime","1974","910"
"Colorado","Forcible rape","Violent Crime","1975","1051"
"Colorado","Forcible rape","Violent Crime","1976","873"
"Colorado","Forcible rape","Violent Crime","1977","1100"
"Colorado","Forcible rape","Violent Crime","1978","1323"
"Colorado","Forcible rape","Violent Crime","1979","1472"
"Colorado","Forcible rape","Violent Crime","1980","1510"
"Colorado","Forcible rape","Violent Crime","1981","1352"
"Colorado","Forcible rape","Violent Crime","1982","1356"
"Colorado","Forcible rape","Violent Crime","1983","1316"
"Colorado","Forcible rape","Violent Crime","1984","1238"
"Colorado","Forcible rape","Violent Crime","1985","1321"
"Colorado","Forcible rape","Violent Crime","1986","1382"
"Colorado","Forcible rape","Violent Crime","1987","1344"
"Colorado","Forcible rape","Violent Crime","1988","1269"
"Colorado","Forcible rape","Violent Crime","1989","1202"
"Colorado","Forcible rape","Violent Crime","1990","1521"
"Colorado","Forcible rape","Violent Crime","1991","1588"
"Colorado","Forcible rape","Violent Crime","1992","1641"
"Colorado","Forcible rape","Violent Crime","1993","1633"
"Colorado","Forcible rape","Violent Crime","1994","1579"
"Colorado","Forcible rape","Violent Crime","1995","1480"
"Colorado","Forcible rape","Violent Crime","1996","1765"
"Colorado","Forcible rape","Violent Crime","1997","1677"
"Colorado","Forcible rape","Violent Crime","1998","1883"
"Colorado","Forcible rape","Violent Crime","1999","1679"
"Colorado","Forcible rape","Violent Crime","2000","1774"
"Colorado","Forcible rape","Violent Crime","2001","1930"
"Colorado","Forcible rape","Violent Crime","2002","2066"
"Colorado","Forcible rape","Violent Crime","2003","1913"
"Colorado","Forcible rape","Violent Crime","2004","1945"
"Colorado","Forcible rape","Violent Crime","2005","2026"
"Colorado","Robbery","Violent Crime","1960","1362"
"Colorado","Robbery","Violent Crime","1961","1633"
"Colorado","Robbery","Violent Crime","1962","1624"
"Colorado","Robbery","Violent Crime","1963","1340"
"Colorado","Robbery","Violent Crime","1964","1323"
"Colorado","Robbery","Violent Crime","1965","1073"
"Colorado","Robbery","Violent Crime","1966","1064"
"Colorado","Robbery","Violent Crime","1967","1342"
"Colorado","Robbery","Violent Crime","1968","1977"
"Colorado","Robbery","Violent Crime","1969","2324"
"Colorado","Robbery","Violent Crime","1970","2849"
"Colorado","Robbery","Violent Crime","1971","3080"
"Colorado","Robbery","Violent Crime","1972","3332"
"Colorado","Robbery","Violent Crime","1973","3970"
"Colorado","Robbery","Violent Crime","1974","4137"
"Colorado","Robbery","Violent Crime","1975","4412"
"Colorado","Robbery","Violent Crime","1976","3608"
"Colorado","Robbery","Violent Crime","1977","4471"
"Colorado","Robbery","Violent Crime","1978","4251"
"Colorado","Robbery","Violent Crime","1979","4353"
"Colorado","Robbery","Violent Crime","1980","4608"
"Colorado","Robbery","Violent Crime","1981","4726"
"Colorado","Robbery","Violent Crime","1982","4587"
"Colorado","Robbery","Violent Crime","1983","3968"
"Colorado","Robbery","Violent Crime","1984","3623"
"Colorado","Robbery","Violent Crime","1985","4012"
"Colorado","Robbery","Violent Crime","1986","4731"
"Colorado","Robbery","Violent Crime","1987","3916"
"Colorado","Robbery","Violent Crime","1988","3250"
"Colorado","Robbery","Violent Crime","1989","2984"
"Colorado","Robbery","Violent Crime","1990","2985"
"Colorado","Robbery","Violent Crime","1991","3628"
"Colorado","Robbery","Violent Crime","1992","4180"
"Colorado","Robbery","Violent Crime","1993","4160"
"Colorado","Robbery","Violent Crime","1994","3910"
"Colorado","Robbery","Violent Crime","1995","3604"
"Colorado","Robbery","Violent Crime","1996","3755"
"Colorado","Robbery","Violent Crime","1997","3242"
"Colorado","Robbery","Violent Crime","1998","3238"
"Colorado","Robbery","Violent Crime","1999","3056"
"Colorado","Robbery","Violent Crime","2000","3034"
"Colorado","Robbery","Violent Crime","2001","3555"
"Colorado","Robbery","Violent Crime","2002","3579"
"Colorado","Robbery","Violent Crime","2003","3738"
"Colorado","Robbery","Violent Crime","2004","3739"
"Colorado","Robbery","Violent Crime","2005","3948"
"Colorado","Aggravated assault","Violent Crime","1960","744"
"Colorado","Aggravated assault","Violent Crime","1961","713"
"Colorado","Aggravated assault","Violent Crime","1962","987"
"Colorado","Aggravated assault","Violent Crime","1963","836"
"Colorado","Aggravated assault","Violent Crime","1964","1378"
"Colorado","Aggravated assault","Violent Crime","1965","1547"
"Colorado","Aggravated assault","Violent Crime","1966","1854"
"Colorado","Aggravated assault","Violent Crime","1967","1954"
"Colorado","Aggravated assault","Violent Crime","1968","2765"
"Colorado","Aggravated assault","Violent Crime","1969","3234"
"Colorado","Aggravated assault","Violent Crime","1970","4093"
"Colorado","Aggravated assault","Violent Crime","1971","4424"
"Colorado","Aggravated assault","Violent Crime","1972","5122"
"Colorado","Aggravated assault","Violent Crime","1973","4981"
"Colorado","Aggravated assault","Violent Crime","1974","5530"
"Colorado","Aggravated assault","Violent Crime","1975","6084"
"Colorado","Aggravated assault","Violent Crime","1976","6113"
"Colorado","Aggravated assault","Violent Crime","1977","7670"
"Colorado","Aggravated assault","Violent Crime","1978","7526"
"Colorado","Aggravated assault","Violent Crime","1979","8486"
"Colorado","Aggravated assault","Violent Crime","1980","8899"
"Colorado","Aggravated assault","Violent Crime","1981","9438"
"Colorado","Aggravated assault","Violent Crime","1982","9229"
"Colorado","Aggravated assault","Violent Crime","1983","9469"
"Colorado","Aggravated assault","Violent Crime","1984","9503"
"Colorado","Aggravated assault","Violent Crime","1985","9697"
"Colorado","Aggravated assault","Violent Crime","1986","10762"
"Colorado","Aggravated assault","Violent Crime","1987","9958"
"Colorado","Aggravated assault","Violent Crime","1988","10842"
"Colorado","Aggravated assault","Violent Crime","1989","11304"
"Colorado","Aggravated assault","Violent Crime","1990","12684"
"Colorado","Aggravated assault","Violent Crime","1991","13472"
"Colorado","Aggravated assault","Violent Crime","1992","14049"
"Colorado","Aggravated assault","Violent Crime","1993","14230"
"Colorado","Aggravated assault","Violent Crime","1994","12944"
"Colorado","Aggravated assault","Violent Crime","1995","11194"
"Colorado","Aggravated assault","Violent Crime","1996","9763"
"Colorado","Aggravated assault","Violent Crime","1997","9063"
"Colorado","Aggravated assault","Violent Crime","1998","9704"
"Colorado","Aggravated assault","Violent Crime","1999","8891"
"Colorado","Aggravated assault","Violent Crime","2000","9425"
"Colorado","Aggravated assault","Violent Crime","2001","9849"
"Colorado","Aggravated assault","Violent Crime","2002","10058"
"Colorado","Aggravated assault","Violent Crime","2003","9921"
"Colorado","Aggravated assault","Violent Crime","2004","11236"
"Colorado","Aggravated assault","Violent Crime","2005","12351"
"Colorado","Burglary","Property Crime","1960","9996"
"Colorado","Burglary","Property Crime","1961","11681"
"Colorado","Burglary","Property Crime","1962","12988"
"Colorado","Burglary","Property Crime","1963","13149"
"Colorado","Burglary","Property Crime","1964","13367"
"Colorado","Burglary","Property Crime","1965","12817"
"Colorado","Burglary","Property Crime","1966","14057"
"Colorado","Burglary","Property Crime","1967","15590"
"Colorado","Burglary","Property Crime","1968","18780"
"Colorado","Burglary","Property Crime","1969","23798"
"Colorado","Burglary","Property Crime","1970","30481"
"Colorado","Burglary","Property Crime","1971","33104"
"Colorado","Burglary","Property Crime","1972","37242"
"Colorado","Burglary","Property Crime","1973","38963"
"Colorado","Burglary","Property Crime","1974","46005"
"Colorado","Burglary","Property Crime","1975","50710"
"Colorado","Burglary","Property Crime","1976","48558"
"Colorado","Burglary","Property Crime","1977","50684"
"Colorado","Burglary","Property Crime","1978","49917"
"Colorado","Burglary","Property Crime","1979","49741"
"Colorado","Burglary","Property Crime","1980","58455"
"Colorado","Burglary","Property Crime","1981","60197"
"Colorado","Burglary","Property Crime","1982","53260"
"Colorado","Burglary","Property Crime","1983","48101"
"Colorado","Burglary","Property Crime","1984","49619"
"Colorado","Burglary","Property Crime","1985","56480"
"Colorado","Burglary","Property Crime","1986","58531"
"Colorado","Burglary","Property Crime","1987","50580"
"Colorado","Burglary","Property Crime","1988","45503"
"Colorado","Burglary","Property Crime","1989","41475"
"Colorado","Burglary","Property Crime","1990","39822"
"Colorado","Burglary","Property Crime","1991","39117"
"Colorado","Burglary","Property Crime","1992","37853"
"Colorado","Burglary","Property Crime","1993","36011"
"Colorado","Burglary","Property Crime","1994","33843"
"Colorado","Burglary","Property Crime","1995","35001"
"Colorado","Burglary","Property Crime","1996","34436"
"Colorado","Burglary","Property Crime","1997","30994"
"Colorado","Burglary","Property Crime","1998","31231"
"Colorado","Burglary","Property Crime","1999","26979"
"Colorado","Burglary","Property Crime","2000","27133"
"Colorado","Burglary","Property Crime","2001","28533"
"Colorado","Burglary","Property Crime","2002","31678"
"Colorado","Burglary","Property Crime","2003","32394"
"Colorado","Burglary","Property Crime","2004","33010"
"Colorado","Burglary","Property Crime","2005","34746"
"Colorado","Larceny-theft","Property Crime","1960","21949"
"Colorado","Larceny-theft","Property Crime","1961","23551"
"Colorado","Larceny-theft","Property Crime","1962","28740"
"Colorado","Larceny-theft","Property Crime","1963","30465"
"Colorado","Larceny-theft","Property Crime","1964","31829"
"Colorado","Larceny-theft","Property Crime","1965","32532"
"Colorado","Larceny-theft","Property Crime","1966","36205"
"Colorado","Larceny-theft","Property Crime","1967","39885"
"Colorado","Larceny-theft","Property Crime","1968","46326"
"Colorado","Larceny-theft","Property Crime","1969","53743"
"Colorado","Larceny-theft","Property Crime","1970","66043"
"Colorado","Larceny-theft","Property Crime","1971","71423"
"Colorado","Larceny-theft","Property Crime","1972","71154"
"Colorado","Larceny-theft","Property Crime","1973","70931"
"Colorado","Larceny-theft","Property Crime","1974","83722"
"Colorado","Larceny-theft","Property Crime","1975","94873"
"Colorado","Larceny-theft","Property Crime","1976","104443"
"Colorado","Larceny-theft","Property Crime","1977","102225"
"Colorado","Larceny-theft","Property Crime","1978","106185"
"Colorado","Larceny-theft","Property Crime","1979","117898"
"Colorado","Larceny-theft","Property Crime","1980","124514"
"Colorado","Larceny-theft","Property Crime","1981","129658"
"Colorado","Larceny-theft","Property Crime","1982","134873"
"Colorado","Larceny-theft","Property Crime","1983","133271"
"Colorado","Larceny-theft","Property Crime","1984","128859"
"Colorado","Larceny-theft","Property Crime","1985","137868"
"Colorado","Larceny-theft","Property Crime","1986","138219"
"Colorado","Larceny-theft","Property Crime","1987","132266"
"Colorado","Larceny-theft","Property Crime","1988","128331"
"Colorado","Larceny-theft","Property Crime","1989","128195"
"Colorado","Larceny-theft","Property Crime","1990","128172"
"Colorado","Larceny-theft","Property Crime","1991","132717"
"Colorado","Larceny-theft","Property Crime","1992","131169"
"Colorado","Larceny-theft","Property Crime","1993","124787"
"Colorado","Larceny-theft","Property Crime","1994","127600"
"Colorado","Larceny-theft","Property Crime","1995","136184"
"Colorado","Larceny-theft","Property Crime","1996","130576"
"Colorado","Larceny-theft","Property Crime","1997","119801"
"Colorado","Larceny-theft","Property Crime","1998","115871"
"Colorado","Larceny-theft","Property Crime","1999","109228"
"Colorado","Larceny-theft","Property Crime","2000","112843"
"Colorado","Larceny-theft","Property Crime","2001","121360"
"Colorado","Larceny-theft","Property Crime","2002","125193"
"Colorado","Larceny-theft","Property Crime","2003","124496"
"Colorado","Larceny-theft","Property Crime","2004","123308"
"Colorado","Larceny-theft","Property Crime","2005","127602"
"Colorado","Motor vehicle theft","Property Crime","1960","3750"
"Colorado","Motor vehicle theft","Property Crime","1961","4924"
"Colorado","Motor vehicle theft","Property Crime","1962","6144"
"Colorado","Motor vehicle theft","Property Crime","1963","6010"
"Colorado","Motor vehicle theft","Property Crime","1964","5332"
"Colorado","Motor vehicle theft","Property Crime","1965","4896"
"Colorado","Motor vehicle theft","Property Crime","1966","5898"
"Colorado","Motor vehicle theft","Property Crime","1967","6090"
"Colorado","Motor vehicle theft","Property Crime","1968","8614"
"Colorado","Motor vehicle theft","Property Crime","1969","10647"
"Colorado","Motor vehicle theft","Property Crime","1970","12988"
"Colorado","Motor vehicle theft","Property Crime","1971","12895"
"Colorado","Motor vehicle theft","Property Crime","1972","13890"
"Colorado","Motor vehicle theft","Property Crime","1973","13951"
"Colorado","Motor vehicle theft","Property Crime","1974","13443"
"Colorado","Motor vehicle theft","Property Crime","1975","11838"
"Colorado","Motor vehicle theft","Property Crime","1976","11418"
"Colorado","Motor vehicle theft","Property Crime","1977","12496"
"Colorado","Motor vehicle theft","Property Crime","1978","13028"
"Colorado","Motor vehicle theft","Property Crime","1979","13345"
"Colorado","Motor vehicle theft","Property Crime","1980","12903"
"Colorado","Motor vehicle theft","Property Crime","1981","12264"
"Colorado","Motor vehicle theft","Property Crime","1982","12097"
"Colorado","Motor vehicle theft","Property Crime","1983","11698"
"Colorado","Motor vehicle theft","Property Crime","1984","12626"
"Colorado","Motor vehicle theft","Property Crime","1985","13988"
"Colorado","Motor vehicle theft","Property Crime","1986","15876"
"Colorado","Motor vehicle theft","Property Crime","1987","14379"
"Colorado","Motor vehicle theft","Property Crime","1988","13885"
"Colorado","Motor vehicle theft","Property Crime","1989","15022"
"Colorado","Motor vehicle theft","Property Crime","1990","14112"
"Colorado","Motor vehicle theft","Property Crime","1991","14401"
"Colorado","Motor vehicle theft","Property Crime","1992","17662"
"Colorado","Motor vehicle theft","Property Crime","1993","16058"
"Colorado","Motor vehicle theft","Property Crime","1994","14365"
"Colorado","Motor vehicle theft","Property Crime","1995","14520"
"Colorado","Motor vehicle theft","Property Crime","1996","15206"
"Colorado","Motor vehicle theft","Property Crime","1997","16107"
"Colorado","Motor vehicle theft","Property Crime","1998","16087"
"Colorado","Motor vehicle theft","Property Crime","1999","14795"
"Colorado","Motor vehicle theft","Property Crime","2000","16961"
"Colorado","Motor vehicle theft","Property Crime","2001","20994"
"Colorado","Motor vehicle theft","Property Crime","2002","23183"
"Colorado","Motor vehicle theft","Property Crime","2003","22816"
"Colorado","Motor vehicle theft","Property Crime","2004","24004"
"Colorado","Motor vehicle theft","Property Crime","2005","26101"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1960","41"
